REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 15:23:31","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Jabal Ali First","15000","15000","Free Hold","10","Virtual Unit","Office","","Commercial","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 15:23:42","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Baraha","25000","25000","Non Free Hold","27","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:23:54","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","120000","120000","Free Hold","79.86","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS III"
"2026-06-30 15:23:54","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","120000","120000","Free Hold","79.86","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS II"
"2026-06-30 15:23:54","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","120000","120000","Free Hold","79.86","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Vida Dubai Mall"
"2026-06-30 15:23:54","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","120000","120000","Free Hold","79.86","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","The Address Residence-Fountain Views"
"2026-06-30 15:23:54","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","120000","120000","Free Hold","79.86","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Boulevard Point"
"2026-06-30 15:23:56","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Nahda Second","55000","55000","Non Free Hold","1","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:24:00","2026-06-22 00:00:00","2027-06-21 00:00:00","New","Al Barshaa South Third","80000","80000","Free Hold","79.52","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Vincitore Boulevard"
"2026-06-30 15:24:09","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Nadd Hessa","236250","236250","Free Hold","367.26","Unit","Office","","Commercial","","","IMG World Adventures","","1","",""
"2026-06-30 15:24:10","2026-07-08 00:00:00","2027-07-07 00:00:00","New","Al Thanyah First","172000","172000","Free Hold","97.8","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 15:24:45","2026-06-25 00:00:00","2027-06-24 00:00:00","Renewed","Jumeirah Third","255000","255000","Non Free Hold","238.3","Villa","Villa","","Residential","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"2026-06-30 15:24:51","2026-08-08 00:00:00","2029-08-07 00:00:00","Renewed","Al Safouh First","30000","10000","Free Hold","63.61","Unit","Office","","Commercial","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 15:25:02","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Karama","80000","80000","Non Free Hold","100","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 15:25:09","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Hebiah Second","73200","73200","Free Hold","61.6","Unit","Flat","","Residential","Sharaf Dg Metro Station","","Motor City","","1","","LAYA HEIGHTS"
"2026-06-30 15:25:10","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:25:38","2026-06-27 00:00:00","2027-06-26 00:00:00","Renewed","Ras Al Khor Industrial Third","46084.48","46084.48","Non Free Hold","85.01","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:25:49","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Ras","68500","68500","Non Free Hold","142","Unit","Shop","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:25:53","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Barsha South Fourth","75000","75000","Free Hold","64","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","Binghatti Amber"
"2026-06-30 15:26:14","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:26:24","2026-07-21 00:00:00","2027-07-20 00:00:00","Renewed","Al Ras","70703.33","70703.33","Non Free Hold","77.64","Unit","Flat","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:26:28","2026-04-21 00:00:00","2027-04-20 00:00:00","New","Al Barsha South Fourth","150000","150000","Free Hold","124.11","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","Luma Park Views"
"2026-06-30 15:26:29","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Thanyah Third","144650","144650","Free Hold","149.85","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 15:26:44","2026-06-16 00:00:00","2027-06-15 00:00:00","Renewed","Al Suq Al Kabeer","41000","41000","Non Free Hold","56.67","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 15:26:45","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Palm Jumeirah","215000","215000","Free Hold","131","Unit","Flat","","Residential","Al Sufouh","Mall of the Emirates","Burj Al Arab","","1","","ELLINGTON BEACH HOUSE"
"2026-06-30 15:26:48","2026-07-05 00:00:00","2027-07-04 00:00:00","Renewed","Jabal Ali Industrial First","129600","129600","Non Free Hold","22.29","Unit","Labor Camps","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","3","",""
"2026-06-30 15:26:48","2026-07-05 00:00:00","2027-07-04 00:00:00","Renewed","Jabal Ali Industrial First","129600","129600","Non Free Hold","22.29","Unit","Labor Camps","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","3","",""
"2026-06-30 15:26:48","2026-07-05 00:00:00","2027-07-04 00:00:00","Renewed","Jabal Ali Industrial First","129600","129600","Non Free Hold","22.29","Unit","Labor Camps","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","3","",""
"2026-06-30 15:26:57","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:27:03","2026-01-15 00:00:00","2027-01-14 00:00:00","Renewed","Hatta","81000","81000","Non Free Hold","47","Unit","Shop","","Commercial","","","","","1","",""
"2026-06-30 15:27:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Me'Aisem First","90000","90000","Free Hold","111","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - NOOR"
"2026-06-30 15:27:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Me'Aisem First","90000","90000","Free Hold","111","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - MESK"
"2026-06-30 15:27:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Me'Aisem First","90000","90000","Free Hold","111","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","JANNAT"
"2026-06-30 15:27:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Me'Aisem First","90000","90000","Free Hold","111","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - AFNAN"
"2026-06-30 15:27:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Me'Aisem First","90000","90000","Free Hold","111","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - DANIA"
"2026-06-30 15:27:12","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Dubai Investment Park First","283500","283500","Free Hold","410.99","Unit","Warehouse","","Commercial","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 15:27:13","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Yelayiss 2","60000","60000","Free Hold","44.57","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","LIVA"
"2026-06-30 15:27:13","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Yelayiss 2","60000","60000","Free Hold","44.57","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","UNA"
"2026-06-30 15:27:17","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Muteena","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:27:22","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Jabal Ali Industrial First","87000","87000","Non Free Hold","241.55","Unit","Warehouse","","Commercial","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 15:27:24","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Al Dhagaya","136000","136000","Non Free Hold","59","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","2","",""
"2026-06-30 15:27:24","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Al Dhagaya","136000","136000","Non Free Hold","55.7","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","2","",""
"2026-06-30 15:27:30","2026-07-01 00:00:00","2027-07-31 00:00:00","New","Al Garhoud","150000","138461.54","Non Free Hold","84.21","Unit","Shop","","Commercial","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:27:32","2026-08-10 00:00:00","2027-08-09 00:00:00","Renewed","Business Bay","230000","230000","Free Hold","203.18","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 15:27:39","2026-06-23 00:00:00","2027-07-22 00:00:00","Renewed","Al Thanyah First","130512","130512","Non Free Hold","107.62","Unit","Office","","Commercial","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 15:27:43","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Abu Hail","15000","15000","Non Free Hold","30","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 15:28:26","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Merkadh","48000","48000","Free Hold","30","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi  Riviera 34  "
"2026-06-30 15:28:42","2026-07-02 00:00:00","2027-07-01 00:00:00","New","Saih Shuaib 1","55000","55000","Free Hold","91","Unit","Flat","","Residential","","","Dubai Parks and Resorts","","1","",""
"2026-06-30 15:28:43","2026-06-29 00:00:00","2027-06-28 00:00:00","Renewed","Al Karama","80000","80000","Non Free Hold","101","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 15:28:55","2026-09-01 00:00:00","2027-08-31 00:00:00","Renewed","Port Saeed","60000","60000","Non Free Hold","110","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:28:55","2026-06-30 00:00:00","2027-06-29 00:00:00","Renewed","Al Barsha South Fourth","65000","65000","Free Hold","63.81","Unit","Flat","","Residential","","","","","1","","Binghatti Heights"
"2026-06-30 15:29:00","2025-12-01 00:00:00","2026-11-30 00:00:00","New","Dubai Investment Park First","86400","86400","Free Hold","22.68","Unit","Labor Camps","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","2","",""
"2026-06-30 15:29:00","2025-12-01 00:00:00","2026-11-30 00:00:00","New","Dubai Investment Park First","86400","86400","Free Hold","22.68","Unit","Labor Camps","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","2","",""
"2026-06-30 15:29:03","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Palm Jumeirah","200000","200000","Free Hold","165","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","","FAIRMONT PALM RESIDENCE"
"2026-06-30 15:29:09","2026-03-10 00:00:00","2027-03-09 00:00:00","Renewed","AL QUSAIS","46000","46000","Non Free Hold","120.77","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:29:35","2026-07-04 00:00:00","2027-07-03 00:00:00","New","Palm Jumeirah","100000","100000","Free Hold","106.41","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 15:29:56","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Nadd Hessa","67000","67000","Free Hold","68.33","Unit","Office","","Commercial","","","IMG World Adventures","","1","",""
"2026-06-30 15:30:23","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:30:52","2025-12-15 00:00:00","2026-12-14 00:00:00","Renewed","Al Suq Al Kabeer","52500","52500","Non Free Hold","276","Unit","Shop","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:30:59","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Barshaa South Third","77000","77000","Free Hold","96.48","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Vincitore Boulevard"
"2026-06-30 15:31:01","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Nahda First","85000","85000","Non Free Hold","1","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:31:21","2026-07-03 00:00:00","2027-07-02 00:00:00","Renewed","Mirdif","51818","51818","Free Hold","89.62","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:31:30","2026-07-01 00:00:00","2027-06-29 00:00:00","New","Al Barsha South Fourth","54000","54150.42","Free Hold","60.59","Unit","Flat","","Residential","","","","","1","","Binghatti Rose"
"2026-06-30 15:31:47","2026-07-14 00:00:00","2027-07-13 00:00:00","Renewed","Nadd Hessa","35500","35500","Free Hold","35","Unit","Flat","","Residential","","","IMG World Adventures","","1","","IMPERIAL"
"2026-06-30 15:32:05","2026-06-24 00:00:00","2027-06-23 00:00:00","Renewed","Al Warsan First","45000","45000","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 15:32:06","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Barsha South Fourth","55000","55000","Free Hold","37","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","Elysee III by Pantheon"
"2026-06-30 15:32:06","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Barsha South Fourth","55000","55000","Free Hold","37","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ROYALE GARDEN RESIDENCE"
"2026-06-30 15:32:14","2026-06-05 00:00:00","2027-06-04 00:00:00","Renewed","Al Murqabat","150000","150000","Non Free Hold","76","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:32:26","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Nahda First","63250","63250","Non Free Hold","111.48","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:32:27","2026-08-01 00:00:00","2027-07-31 00:00:00","Renewed","Al Thanyah First","81000","81000","Free Hold","108.3","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 15:32:28","2026-05-20 00:00:00","2027-05-19 00:00:00","Renewed","Al Thanyah Fifth","74023.5","74023.5","Free Hold","115","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","LAGUNA TOWER"
"2026-06-30 15:32:32","2026-07-10 00:00:00","2027-07-09 00:00:00","Renewed","Nad Al Hamar","47250","47250","Free Hold","77.74","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:32:49","2026-07-01 00:00:00","2027-06-29 00:00:00","New","Al Barsha South Fourth","65000","65181.06","Free Hold","67.3","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","Binghatti Lavender "
"2026-06-30 15:32:49","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Nadd Hessa","100000","100000","Free Hold","172.04","Unit","Flat","","Residential","","","IMG World Adventures","","1","","BINGHATTI STARS"
"2026-06-30 15:32:58","2026-05-01 00:00:00","2027-04-30 00:00:00","Renewed","Port Saeed","50625","50625","Non Free Hold","62.73","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:33:08","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Barsha First","75000","75000","Non Free Hold","85","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 15:33:33","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 15:33:42","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Marsa Dubai","70000","70000","Free Hold","69","Unit","Flat","","Residential","Marina Towers","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 15:33:44","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Dubai Investment Park First","20000","20000","Free Hold","20","Virtual Unit","Office","","Commercial","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 15:33:44","2026-07-06 00:00:00","2027-07-05 00:00:00","New","Madinat Hind 4","80000","80000","Free Hold","112","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - AMARGO "
"2026-06-30 15:33:49","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Suq Al Kabeer","31000","31000","Non Free Hold","20","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 15:34:08","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Qusais Industrial Second","189000","189000","Non Free Hold","125.05","Unit","Shop","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","55","Unit","GYM","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","12","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","24","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","128","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","328","Unit","Restaurant","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","244","Unit","Restaurant","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
