TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-19258-2026","2026-07-01 12:02:31","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","440000","63.12","63.12","1 B/R","B1-21","Rashidiya Metro Station","City Centre Mirdif","","0","0","","RUFI GARDENS"
"11-19484-2026","2026-06-30 10:08:47","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","880000","52.34","52.34","1 B/R","P8-72","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AYKON CITY 2"
"11-19694-2026","2026-06-29 15:38:59","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","944320","66.39","66.39","1 B/R","P-13","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-19724-2026","2026-06-30 12:24:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","897083","43.9","43.9","Studio","B-35","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PLATINUM RESIDENCE"
"11-19726-2026","2026-06-29 15:47:35","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 1","Land","Villa","14000000","700","700","","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MOHAMMED BIN RASHID AL MAKTOUM CITY- DISTRICT ONE, PHASE 1"
"11-19828-2026","2026-06-30 14:14:30","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","625000","65.81","65.81","1 B/R","B1-74","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ROYALE RESIDENCE1"
"11-19851-2026","2026-06-29 17:03:00","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","5000000","290.04","290.04","Office","D-65,D-66,D-67,D-68,D-69,D-70,D-1,C-96,B-94,A-26,A-27,A-64,G-9,G-10,G-11","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","",""
"11-19871-2026","2026-06-30 11:20:50","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","700000","39.85","39.85","Studio","P1-22","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CAPITAL BAY B"
"11-20002-2026","2026-06-29 19:35:23","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Flat","567541.61","27.03","27.03","Studio","LB19","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","","GRAND CENTRAL"
"11-20034-2026","2026-06-30 15:16:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","4200000","255.65","255.65","4 B/R","","","","","0","0","",""
"11-20046-2026","2026-06-29 15:38:20","Sales","Sale","Ready","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Flat","564570","75.01","75.01","1 B/R","B1-010","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","SUBERBIA"
"11-20059-2026","2026-06-30 11:23:32","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2200000","144.73","144.73","2 B/R","P2-115","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"11-20062-2026","2026-06-29 18:43:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","175394","17.75","53.29","Studio","B-63","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-20075-2026","2026-06-29 15:47:41","Sales","Sale","Ready","Free Hold","Residential","CITY OF ARABIA","Land","Residential","34000000","2918.92","2918.92","","","","","IMG World Adventures","0","0","",""
"11-20101-2026","2026-06-29 15:57:52","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","680000","39.54","39.54","Studio","G26","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma21"
"11-20121-2026","2026-06-30 14:03:39","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","219000","15","88.44","Studio","BB-21","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-20136-2026","2026-06-29 16:13:38","Sales","Sale","Ready","Free Hold","Commercial","EMIRATE LIVING","Land","Commercial","13000000","552.03","552.03","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-20139-2026","2026-06-30 10:14:53","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1875000","102.47","102.47","2 B/R","06(B1)","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-20141-2026","2026-06-29 15:31:54","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1175000","79.34","79.34","1 B/R","P3-07","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Adhara Star"
"11-20142-2026","2026-06-29 15:31:53","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5555000","112.61","112.61","2 B/R","GR B4-151","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","Grande"
"11-20144-2026","2026-06-29 15:27:13","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1550000","58.71","58.71","Office","L3 3482","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","AG TOWER"
"11-20145-2026","2026-06-29 15:24:44","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4050000","336.26","336.26","4 B/R","","","","","0","0","","The Pulse- Beachfront"
"11-20146-2026","2026-06-29 16:40:56","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","94.97","94.97","2 B/R","G-4C-059","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20147-2026","2026-06-29 16:27:05","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1000000","92.91","92.91","1 B/R","B2-17","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"11-20148-2026","2026-06-29 16:27:32","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","850000","69.68","69.68","1 B/R","B2-18","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"11-20149-2026","2026-06-29 16:27:52","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","850000","74.94","74.94","1 B/R","B2-30","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"11-20150-2026","2026-06-29 16:28:24","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1300000","117.12","117.12","2 B/R","B1-67","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"11-20151-2026","2026-06-29 15:37:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","470000","28.52","28.52","Studio","G-31","","","IMG World Adventures","0","0","","Time 1"
"11-20152-2026","2026-06-30 11:37:49","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","5367506","269.51","269.51","4 B/R","P1-812,P1-813","Marina Towers","Marina Mall","Burj Al Arab","0","0","",""
"11-20153-2026","2026-06-29 16:16:59","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.79","64.79","1 B/R","M-5B-047","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20154-2026","2026-06-29 17:33:11","Sales","Sale","Ready","Free Hold","Residential","CITY OF ARABIA","Land","Residential","150000000","14000.2","14000.2","","","","","IMG World Adventures","0","0","",""
"11-20155-2026","2026-06-29 15:55:53","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","691500","34.58","34.58","Studio","B1-92","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 37"
"11-20156-2026","2026-06-29 16:22:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.58","64.58","1 B/R","G-5B-145","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20157-2026","2026-06-29 16:17:43","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","5800000","130.96","130.96","2 B/R","B-221","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","La Vie "
"11-20158-2026","2026-06-29 16:23:59","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.25","64.25","1 B/R","G-5B-143","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20159-2026","2026-06-29 15:52:10","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","620000","77.63","77.63","1 B/R","G-32","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20160-2026","2026-06-29 16:01:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","550000","45.83","45.83","Studio","P2-32","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","AB CAVALIER "
"11-20161-2026","2026-06-30 08:58:38","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","1529550.1","71.05","71.05","Shop","B3-208,B3-209,B3-210","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OBEROI CENTRE"
"11-20162-2026","2026-06-29 16:25:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.09","64.09","1 B/R","G-5B-134","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20163-2026","2026-06-29 16:31:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.09","64.09","1 B/R","G-5B-135","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20164-2026","2026-06-29 16:47:31","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3550000","167.94","167.94","2 B/R","Building 6-B3-36","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","GOLDEN MILE"
"11-20165-2026","2026-06-29 16:35:33","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.58","64.58","1 B/R","G-5B-146","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20166-2026","2026-06-29 16:29:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","800000","39.8","39.8","Studio","P4-42","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-20167-2026","2026-06-29 16:46:45","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","97.11","97.11","2 B/R","M-5B-057","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20168-2026","2026-06-29 16:43:52","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","1610630","65.04","65.04","1 B/R","B2-14","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","AZIZI RIVIERA AZURE"
"11-20169-2026","2026-06-30 15:40:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","304500","10.11","101.03","Shop","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DUBAI ARCH TOWER"
"11-20170-2026","2026-06-29 17:58:50","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1330000","59.89","59.89","1 B/R","PH2-G-125","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","PARK HEIGHTS II"
"11-20172-2026","2026-06-29 18:45:48","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1300000","79.31","79.31","2 B/R","","","","","0","0","","Rukan 3"
"11-20177-2026","2026-06-30 08:32:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1050000","38.55","38.55","Studio","P1-036","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","THE GROVE BY IMAN"
"11-20178-2026","2026-06-30 12:02:08","Sales","Sale","Ready","Non Free Hold","Commercial","Jabal Ali Industrial First","Land","Labor Camp","11000000","1950.03","1950.03","","","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"11-20179-2026","2026-06-30 10:06:35","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","330000","44","44","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20180-2026","2026-06-30 09:52:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2450000","69","69","1 B/R","P3-60","","","","0","0","","BEACH VISTA"
"11-20181-2026","2026-06-30 12:19:26","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4650000","133.32","133.32","2 B/R","P-186","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-20182-2026","2026-06-30 09:23:19","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","1891001.9","87.84","87.84","Shop","B3-199,B3-200,B3-201","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OBEROI CENTRE"
"11-20183-2026","2026-06-30 09:09:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","4600000","351.36","351.36","5 B/R","L-12,L-13","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"11-20184-2026","2026-06-30 12:32:48","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","440000","69","69","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20185-2026","2026-06-30 09:20:28","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","750000","77.99","77.99","1 B/R","P-234","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","CRYSTAL RESIDENCE"
"11-20186-2026","2026-06-30 11:57:23","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","550000","64.24","64.24","1 B/R","G-13","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CHAMPIONS TOWER1"
"11-20187-2026","2026-06-30 13:23:43","Sales","Sale","Ready","Free Hold","Commercial","JUMEIRAH GOLF","Land","Commercial","1138000","132.15","132.15","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-20188-2026","2026-06-30 10:20:47","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","7550000","546.6","546.6","","","","","Motor City","0","0","","DAMAC HILLS - SILVER SPRINGS"
"11-20189-2026","2026-07-01 09:34:30","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","16030000","178.69","178.69","2 B/R","B-R255, B-R256","Al Sufouh","Marina Mall","Burj Al Arab","0","0","","THE ROYAL ATLANTIS,RESORT AND RESIDENCES"
"11-20190-2026","2026-06-30 10:24:41","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","4420294","1244.42","1244.42","","","","","Dubai Parks and Resorts","0","0","",""
"11-20191-2026","2026-06-30 09:42:43","Sales","Sale","Ready","Free Hold","Residential","Al Thanyah Third","Building","Villa","5950000","244.78","244.78","3 B/R","","","","","0","0","",""
"11-20192-2026","2026-06-30 10:16:29","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1800000","119.8","119.8","2 B/R","P.L.0/0122","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAKESIDE RESIDENCE"
"11-20193-2026","2026-06-30 09:46:38","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","566000","34.96","34.96","Studio","P4-177","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","BLOOM HEIGHTS"
"11-20194-2026","2026-06-30 09:39:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1150000","81.84","81.84","1 B/R","P3-166","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-20195-2026","2026-06-30 09:53:52","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","876000","48.67","48.67","Studio","B2-143","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AG TOWER"
"11-20196-2026","2026-06-30 09:53:31","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","500000","36.29","36.29","Studio","B-137","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Star Hotel Apartments"
"11-20197-2026","2026-06-30 10:28:57","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3400000","149.12","149.12","3 B/R","M-5B-055, M-5B-056","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20198-2026","2026-06-30 10:08:40","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1520000","104.19","104.19","2 B/R","G-57","","","","0","0","","The Hamilton"
"11-20199-2026","2026-06-30 12:15:32","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","2400000","240.89","240.89","3 B/R","P-450","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-20200-2026","2026-06-30 10:23:58","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","1718133.7","79.81","79.81","Shop","B3-205,B3-206,B3-207","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OBEROI CENTRE"
"11-20201-2026","2026-06-30 10:09:03","Sales","Sale","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1000000","73.36","73.36","1 B/R","G-128","","","IMG World Adventures","0","0","","AURA ELEGANCE"
"11-20202-2026","2026-06-30 10:17:03","Sales","Sale","Ready","Free Hold","Residential","MUDON","Land","Residential","3650000","258.73","258.73","","","","","Dubai Cycling Course","0","0","","Arabella 3"
"11-20204-2026","2026-06-30 10:23:05","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Land","Residential","14650000","558.22","558.22","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Sidra 2"
"11-20205-2026","2026-07-01 10:19:03","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","3200000","191.57","191.57","3 B/R","T4-B-03 , T4-B-04","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-20206-2026","2026-06-30 10:11:16","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","81000","3.14","62.82","1 B/R","B-500","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-20207-2026","2026-06-30 13:08:23","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","360000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20209-2026","2026-06-30 11:10:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","765000","94.27","94.27","1 B/R","B-104","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY)"
"11-20210-2026","2026-06-30 10:22:01","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","5300000","214.9","214.9","4 B/R","","","","","0","0","","Aura"
"11-20211-2026","2026-06-30 17:55:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Land","Airport","58612282","5092.61","5092.61","","","","","","0","0","",""
"11-20212-2026","2026-06-30 10:39:16","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","2000000","159.45","159.45","2 B/R","B-78","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","OIA Residence"
"11-20213-2026","2026-06-30 10:40:43","Sales","Sale","Ready","Free Hold","Residential","THE LAKES","Building","Villa","8350000","394.48","394.48","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","The Lakes Ghadeer"
"11-20214-2026","2026-06-30 11:22:51","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1850000","174.8","174.8","","","","","","0","0","","DAMAC HILLS (2) - JUNIPER"
"11-20215-2026","2026-06-30 13:32:57","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2529548","78","78","1 B/R","B-21","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"11-20216-2026","2026-06-30 17:58:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Land","Airport","33858031","4502.74","4502.74","","","","","","0","0","",""
"11-20217-2026","2026-06-30 11:00:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","98.67","98.67","2 B/R","G-5A-133","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20218-2026","2026-06-30 10:52:17","Sales","Sale","Ready","Non Free Hold","Residential","Al Barshaa South Second","Land","","5000000","1381.65","1381.65","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-20219-2026","2026-06-30 10:43:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.58","64.58","1 B/R","G-5B-147","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20220-2026","2026-06-30 17:53:21","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Land","Airport","37962830","5048.61","5048.61","","","","","","0","0","",""
"11-20221-2026","2026-06-30 10:48:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1280000","118.13","118.13","2 B/R","B1-056","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","BERMUDA VIEWS"
"11-20222-2026","2026-06-30 10:46:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.58","64.58","1 B/R","M-5B-049","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20223-2026","2026-06-30 17:50:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Land","Airport","52566857","4567.31","4567.31","","","","","","0","0","",""
"11-20224-2026","2026-06-30 10:34:06","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3400000","149.31","149.31","3 B/R","M-5B-042, M-5B-043","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20225-2026","2026-06-30 10:39:02","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1050000","38.46","38.46","Studio","","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"11-20226-2026","2026-06-30 10:53:08","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","3300000","100.41","100.41","2 B/R","P2-02","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-20227-2026","2026-06-30 10:50:42","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3250000","117.98","117.98","3 B/R","","","","","0","0","","Arabian Ranches lll - Bliss 2"
"11-20228-2026","2026-06-30 10:49:10","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1500000","94.71","94.71","1 B/R","B-26","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-20229-2026","2026-06-30 10:43:21","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","499000","54.02","54.02","1 B/R","G-38","","","IMG World Adventures","0","0","","QPOINT LIWAN-PLOT R099"
"11-20230-2026","2026-06-30 11:48:44","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1008678","116.69","116.69","2 B/R","P1-10","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Gate "
"11-20231-2026","2026-06-30 10:44:49","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1140000","72.79","72.79","1 B/R","P4-28","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Pearl House II By Imtiaz"
"11-20232-2026","2026-06-30 11:08:36","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","560000","37.78","37.78","Studio","P1-99","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","GLAMZ RESIDENCE"
"11-20233-2026","2026-06-30 11:21:59","Sales","Sale","Ready","Free Hold","Residential","Zaabeel Second","Unit","Flat","2650000","111.43","111.43","2 B/R","P3-425","Financial Centre","Dubai Mall","Burj Khalifa","0","0","","Downtown Views II"
"11-20234-2026","2026-06-30 10:57:21","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","2319405.1","107.74","107.74","Shop","B3-202,B3-203,B3-204","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OBEROI CENTRE"
"11-20235-2026","2026-06-30 10:49:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","63.46","63.46","1 B/R","G-5B-139","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20236-2026","2026-06-30 11:55:02","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1065000","59.15","59.15","1 B/R","G-637","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","TORINO BY ORO24"
"11-20237-2026","2026-06-30 12:14:05","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2150000","85.96","85.96","2 B/R","B2-101","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Two"
